steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
80.0,-34.34332662564702,0.0,0.0,-34.34332662564702,68.0,12.0,-31.16138976928778,-3.1819368563592434,0.0,0.0,18.0,0.0,0.0
80.0,-42.038112074136734,0.0,0.0,-42.038112074136734,70.0,10.0,-37.73415060341358,-4.303961470723152,0.0,0.0,0.0,0.0,0.0
69.0,-42.34687116742134,0.0,0.0,-42.34687116742134,66.0,3.0,-41.0158417224884,-1.3310294449329376,0.0,0.0,0.0,0.0,0.0
77.0,-41.46248325705528,0.0,0.0,-41.46248325705528,67.0,10.0,-38.54180420935154,-2.920679047703743,0.0,0.0,0.0,0.0,0.0
73.0,-49.43247664313134,0.0,0.0,-41.07414396107197,71.0,2.0,-47.61165008170167,-1.8208265614296693,0.0,0.0,0.0,0.0,0.0
83.0,-49.09971250593662,0.0,0.0,-49.09971250593662,70.0,13.0,-42.03658027946949,-7.063132226467133,0.0,0.0,0.0,0.0,0.0
67.0,-24.402667582035065,0.0,0.0,-24.402667582035065,57.0,10.0,-24.995567455887794,0.5928998738527298,0.0,0.0,23.0,0.0,0.0
72.0,-42.37157807420732,0.0,0.0,-38.851543590426445,69.0,3.0,-39.96053195020778,-2.41104612399954,0.0,0.0,0.0,0.0,0.0
74.0,-32.01076979979143,0.0,0.0,-30.04264029348269,69.0,5.0,-31.09636571022611,-0.9144040895653234,0.0,0.0,18.0,0.0,0.0
67.0,-33.587883338332176,0.0,0.0,-33.587883338332176,60.0,7.0,-32.38559367507696,-1.2022896632552147,0.0,0.0,0.0,0.0,0.0
73.0,-33.71273177694923,0.0,0.0,-33.58675093820784,67.0,6.0,-32.57679262031263,-1.1359391566365957,0.0,0.0,4.0,0.0,0.0
78.0,-48.75570703377946,0.0,0.0,-48.673057556152344,74.0,4.0,-45.95574269523843,-2.799964338541031,0.0,0.0,0.0,0.0,0.0
76.0,-29.02874201747113,0.0,0.0,-28.233514037216082,69.0,7.0,-28.847488798082168,-0.18125321938896377,0.0,0.0,23.0,0.0,0.0
73.0,-35.934763143376244,0.0,0.0,-35.73561533540487,67.0,6.0,-34.09450084872549,-1.8402622946507563,0.0,0.0,0.0,0.0,0.0
79.0,-36.578437954885885,0.0,0.0,-36.578437954885885,72.0,7.0,-35.41509708459489,-1.1633408702909946,0.0,0.0,7.0,0.0,0.0
71.0,-33.12002478353679,0.0,0.0,-33.12002478353679,65.0,6.0,-31.725662417709827,-1.3943623658269644,0.0,0.0,0.0,0.0,0.0
68.0,-28.22601575963199,0.0,0.0,-28.22601575963199,63.0,5.0,-27.095181478187442,-1.1308342814445496,0.0,0.0,20.0,0.0,0.0
81.0,-41.071398571133614,0.0,0.0,-41.071398571133614,71.0,10.0,-38.47695800662041,-2.5944405645132065,0.0,0.0,0.0,0.0,0.0
81.0,-27.504544956609607,0.0,0.0,-27.504544956609607,73.0,8.0,-27.16835180670023,-0.3361931499093771,0.0,0.0,28.0,0.0,0.0
77.0,-45.059758679754964,0.0,0.0,-44.855706572532654,71.0,6.0,-42.36359910834574,-2.6961595714092255,0.0,0.0,0.0,0.0,0.0
72.0,-25.027055603452027,0.0,0.0,-25.027055603452027,67.0,5.0,-25.616009426303208,0.588953822851181,0.0,0.0,26.0,0.0,0.0
78.0,-44.401491194963455,0.0,0.0,-44.401491194963455,77.0,1.0,-43.60413119196892,-0.7973600029945374,0.0,0.0,0.0,0.0,0.0
70.0,-30.586307542659142,0.0,0.0,-30.54891078406945,63.0,7.0,-28.679839128888943,-1.9064684137701988,0.0,0.0,11.0,0.0,0.0
78.0,-47.992710560560226,0.0,0.0,-47.992710560560226,74.0,4.0,-45.9692260324955,-2.023484528064728,0.0,0.0,0.0,0.0,0.0
73.0,-41.47547644376755,0.0,0.0,-41.47547644376755,71.0,2.0,-40.59557019174099,-0.8799062520265579,0.0,0.0,0.0,0.0,0.0
71.0,-28.697396469302475,0.0,0.0,-28.697396469302475,64.0,7.0,-28.858677414245903,0.16128094494342804,0.0,0.0,18.0,0.0,0.0
80.0,-54.45891243018923,0.0,0.0,-54.26716101169586,75.0,5.0,-51.286016015194036,-3.1728964149951935,0.0,0.0,0.0,0.0,0.0
86.0,-47.578272856771946,0.0,0.0,-47.578272856771946,78.0,8.0,-43.649694472551346,-3.9285783842206,0.0,0.0,0.0,0.0,0.0
78.0,-30.075638125883415,0.0,0.0,-30.075638125883415,69.0,9.0,-30.15900030382909,0.08336217794567347,0.0,0.0,22.0,0.0,0.0
78.0,-26.271430789315843,0.0,0.0,-25.591482303105295,67.0,11.0,-24.633844048449816,-1.637586740866027,0.0,0.0,27.0,0.0,0.0
75.0,-28.120635624276474,0.0,0.0,-28.120635624276474,69.0,6.0,-27.75818680692464,-0.362448817351833,0.0,0.0,23.0,0.0,0.0
68.0,-38.411958411335945,0.0,0.0,-38.411958411335945,64.0,4.0,-37.06864593923092,-1.3433124721050262,0.0,0.0,0.0,0.0,0.0
78.0,-66.55034247439494,0.0,10.0,-48.69135856628418,74.0,4.0,-61.95774361795333,-4.592598856441612,0.0,0.0,0.0,0.0,0.0
74.0,-41.29164183139801,0.0,0.0,-41.29164183139801,68.0,6.0,-39.060979068279266,-2.230662763118744,0.0,0.0,0.0,0.0,0.0
81.0,-46.91052746772766,0.0,0.0,-46.91052746772766,76.0,5.0,-45.271661564707756,-1.638865903019905,0.0,0.0,0.0,0.0,0.0
68.0,-24.790429776221572,0.0,0.0,-21.16281826980412,62.0,6.0,-25.51044847250472,0.7200186962831481,0.0,0.0,30.0,0.0,0.0
75.0,-39.34133918583393,0.0,0.0,-39.34133918583393,69.0,6.0,-37.76458340138197,-1.5767557844519615,0.0,0.0,0.0,0.0,0.0
79.0,-45.672138672754954,0.0,0.0,-43.73611190915108,75.0,4.0,-43.15641978323703,-2.5157188895179274,0.0,0.0,0.0,0.0,0.0
79.0,-29.38309429655783,0.0,0.0,-29.38309429655783,72.0,7.0,-29.133254386484623,-0.24983991007320583,0.0,0.0,25.0,0.0,0.0
71.0,-34.63694120198488,0.0,0.0,-34.63694120198488,63.0,8.0,-32.11699318885803,-2.51994801312685,0.0,0.0,0.0,0.0,0.0
66.0,-31.659784011542797,0.0,0.0,-31.659784011542797,60.0,6.0,-30.752128086984158,-0.9076559245586395,0.0,0.0,0.0,0.0,0.0
73.0,-28.461731792151113,0.0,0.0,-28.461731792151113,68.0,5.0,-27.7241675904952,-0.7375642016559141,0.0,0.0,19.0,0.0,0.0
78.0,-28.560534824823037,0.0,0.0,-27.74668992939405,71.0,7.0,-28.478332050042752,-0.08220277478028493,0.0,0.0,26.0,0.0,0.0
80.0,-51.92695069597221,0.0,0.0,-51.581044644117355,76.0,4.0,-49.46138671658855,-2.46556397938366,0.0,0.0,0.0,0.0,0.0
71.0,-26.52690825238824,0.0,0.0,-26.52690825238824,68.0,3.0,-26.87030452117324,0.34339626878499985,0.0,0.0,23.0,0.0,0.0
74.0,-24.76301730098203,0.0,0.0,-24.76301730098203,69.0,5.0,-25.04828440118581,0.2852671002037823,0.0,0.0,27.0,0.0,0.0
83.0,-30.57376946369186,0.0,0.0,-30.57376946369186,74.0,9.0,-28.559417358133942,-2.0143521055579185,0.0,0.0,26.0,0.0,0.0
79.0,-48.277762562036514,0.0,0.0,-48.277762562036514,76.0,3.0,-46.79981645941734,-1.4779461026191711,0.0,0.0,0.0,0.0,0.0
78.0,-59.96147698163986,0.0,0.0,-59.96147698163986,69.0,9.0,-52.51759213209152,-7.44388484954834,0.0,0.0,0.0,0.0,0.0
81.0,-32.58240452269092,0.0,0.0,-32.58240452269092,73.0,8.0,-32.20367294782773,-0.3787315748631954,0.0,0.0,21.0,0.0,0.0
71.0,-31.925892071434646,0.0,0.0,-31.25807766499929,64.0,7.0,-30.485802764463585,-1.4400893069710605,0.0,0.0,9.0,0.0,0.0
72.0,-35.26076104491949,0.0,0.0,-35.26076104491949,63.0,9.0,-32.66881354898214,-2.5919474959373474,0.0,0.0,0.0,0.0,0.0
77.0,-45.13843566196141,0.0,0.0,-44.510136261582375,74.0,3.0,-43.57556097226319,-1.5628746896982193,0.0,0.0,0.0,0.0,0.0
77.0,-32.68086540407967,0.0,0.0,-32.68086540407967,68.0,9.0,-31.489605154725723,-1.1912602493539453,0.0,0.0,18.0,0.0,0.0
70.0,-29.553097334925553,0.0,0.0,-27.424411467000027,66.0,4.0,-27.896796357434653,-1.6563009774909006,0.0,0.0,21.0,0.0,0.0
75.0,-22.377065890002996,0.0,0.0,-22.377065890002996,66.0,9.0,-23.970453190617263,1.5933873006142676,0.0,0.0,30.0,0.0,0.0
78.0,-41.5659147053957,0.0,0.0,-41.5659147053957,74.0,4.0,-40.277528792619705,-1.2883859127759933,0.0,0.0,0.0,0.0,0.0
90.0,-50.42141732573509,0.0,0.0,-50.42141732573509,78.0,12.0,-44.18373605981469,-6.237681265920401,0.0,0.0,0.0,0.0,0.0
75.0,-38.78943567702305,0.0,0.0,-36.91032500565052,67.0,8.0,-36.80788340259795,-1.9815522744250984,0.0,0.0,0.0,0.0,0.0
65.0,-25.923665583133698,0.0,0.0,-25.923665583133698,59.0,6.0,-26.004814519546926,0.08114893641322851,0.0,0.0,20.0,0.0,0.0
74.0,-36.324668653309345,0.0,0.0,-36.324668653309345,69.0,5.0,-34.679296635091305,-1.6453720182180405,0.0,0.0,0.0,0.0,0.0
67.0,-31.435935765504837,0.0,0.0,-31.435935765504837,60.0,7.0,-30.356591440737247,-1.0793443247675896,0.0,0.0,0.0,0.0,0.0
71.0,-29.610926274675876,0.0,0.0,-29.610926274675876,63.0,8.0,-29.530390691477805,-0.08053558319807053,0.0,0.0,16.0,0.0,0.0
76.0,-17.423984634922817,0.0,0.0,-17.423984634922817,67.0,9.0,-19.072148484410718,1.6481638494879007,0.0,0.0,35.0,0.0,0.0
84.0,-42.726750664412975,0.0,0.0,-42.726750664412975,73.0,11.0,-38.08784185629338,-4.638908808119595,0.0,0.0,0.0,0.0,0.0
75.0,-39.081072092056274,0.0,0.0,-39.081072092056274,67.0,8.0,-36.71956890821457,-2.3615031838417053,0.0,0.0,0.0,0.0,0.0
77.0,-27.43010107725422,0.0,0.0,-27.43010107725422,71.0,6.0,-26.921747158463404,-0.5083539187908173,0.0,0.0,26.0,0.0,0.0
72.0,-51.42341274023056,0.0,0.0,-51.42341274023056,64.0,8.0,-45.63973981142044,-5.78367292881012,0.0,0.0,0.0,0.0,0.0
75.0,-33.17713225360467,0.0,0.0,-32.09456905210391,72.0,3.0,-31.85559065640308,-1.3215415972015876,0.0,0.0,16.0,0.0,0.0
75.0,-29.195038624107838,0.0,0.0,-29.195038624107838,67.0,8.0,-27.855472040362656,-1.3395665837451816,0.0,0.0,21.0,0.0,0.0
75.0,-38.513822823762894,0.0,0.0,-38.513822823762894,73.0,2.0,-37.765876561403275,-0.7479462623596191,0.0,0.0,0.0,0.0,0.0
82.0,-36.39108244609088,0.0,0.0,-36.39108244609088,78.0,4.0,-35.8128004418686,-0.5782820042222738,0.0,0.0,17.0,0.0,0.0
75.0,-32.85962019273575,0.0,0.0,-32.85962019273575,66.0,9.0,-30.71965645225282,-2.1399637404829264,0.0,0.0,11.0,0.0,0.0
74.0,-29.915810420827256,0.0,0.0,-28.91316626611706,67.0,7.0,-29.49032140783129,-0.42548901299596764,0.0,0.0,24.0,0.0,0.0
75.0,-31.997673099459917,0.0,0.0,-31.96862385370332,71.0,4.0,-32.12954870198837,0.13187560252845287,0.0,0.0,17.0,0.0,0.0
78.0,-29.250515658408403,0.0,0.0,-29.250515658408403,69.0,9.0,-28.574414413422346,-0.6761012449860573,0.0,0.0,23.0,0.0,0.0
73.0,-38.08779031038284,0.0,0.0,-38.08779031038284,69.0,4.0,-36.72484302520752,-1.3629472851753235,0.0,0.0,0.0,0.0,0.0
76.0,-51.68533352017403,0.0,0.0,-51.68533352017403,70.0,6.0,-47.73659524321556,-3.9487382769584656,0.0,0.0,0.0,0.0,0.0
73.0,-32.342233419651166,0.0,0.0,-32.342233419651166,64.0,9.0,-30.41815600031987,-1.9240774193312973,0.0,0.0,10.0,0.0,0.0
