#{"t_start": 1615577219.05943, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-27.559628,77,206.529809
-26.175592,71,206.779626
-37.899998,85,207.059696
-20.888408,68,207.354814
-41.903293,79,207.712578
-29.665276,73,207.969674
-46.552679,67,208.21
-43.581249,81,208.549849
-28.301483,75,208.869639
-13.782418,77,209.189635
-53.683086,83,209.514757
-24.042962,67,209.799728
-26.998644,72,211.386928
-32.25222,75,211.652217
-56.259495,89,212.001287
-44.195362,75,212.377908
-33.813025,73,212.702549
-29.285486,73,213.024687
-20.133376,67,213.337033
-27.823471,73,213.589658
-46.614595,97,213.96997
-30.198041,64,214.189776
-54.842862,82,214.460101
-22.062488,69,216.059565
-48.45477,74,216.369572
-27.028561,58,217.913794
-22.049339,71,218.165122
-23.102013,74,218.462326
-23.589949,71,218.718668
-45.915784,82,218.997926
-25.680522,67,219.21084
-46.939018,86,219.486211
-42.995697,77,219.737566
-17.709912,68,219.970914
-44.897759,73,220.248172
-37.937145,75,220.530417
-34.366556,75,220.833717
-35.266418,75,221.12808
-39.967183,70,221.406338
-32.86982,76,222.930007
-25.284357,70,223.199876
-36.996005,78,223.480003
-38.463879,68,223.737166
-34.435335,74,224.01988
-20.845588,61,224.219857
-34.903926,68,224.439699
-44.582623,85,224.709717
-42.56272,72,224.939769
-60.026068,98,225.259699
-37.74909,66,225.479743
-35.710711,75,225.719754
-32.614025,73,227.26963
-29.814533,73,228.669781
-24.770847,69,228.899752
-17.683503,70,229.139684
-25.250412,76,229.400043
-19.936766,75,229.649751
-34.642161,72,229.899983
-25.183003,72,230.139667
-32.411279,68,230.369702
-35.674714,69,230.590057
-27.366039,72,230.839676
-32.172559,73,231.079791
-44.065039,83,231.359989
-34.67039,77,231.649977
-39.15019,73,231.909847
-35.403715,69,233.505045
-26.080935,70,233.810833
-42.600169,75,234.130027
-21.260899,72,234.389669
-27.67893,73,234.649687
-47.242619,77,234.911019
-50.922211,78,235.170015
-23.027627,77,235.43989
-27.881819,76,235.679872
-28.625847,74,235.934803
-47.683124,69,236.179849
-46.908476,76,236.419845
-25.412568,73,236.659615
-26.23424,71,238.249593
-41.035505,73,239.629879
-28.789396,76,239.880033
-17.615113,76,240.159923
-29.96488,76,240.45004
-27.579081,64,240.71512
-48.160001,91,241.079611
-24.620843,70,241.315248
-23.407939,75,241.579598
-24.930927,74,241.859976
-37.111454,80,242.129851
-35.55697,68,242.359752
-31.033429,80,242.639612
-28.57119,74,242.889824
-43.427698,78,244.639626
-24.0336,69,244.819811
-32.21055,70,245.017414
-28.496514,70,245.209601
-24.355151,77,245.42983
-33.800876,68,245.649789
-42.741319,83,245.924916
-37.317049,72,246.159886
-24.751802,62,246.359811
-28.172501,75,246.572331
-27.430602,79,246.799953
-26.191147,71,246.990097
-32.707436,85,247.219824
-32.481882,73,247.419715
-17.791995,72,249.810056
-21.524887,61,249.980157
-31.841945,74,250.171125
-29.032807,72,250.375358
-30.417452,74,250.572173
-22.105939,75,250.769562
-43.954808,80,250.988083
-22.83958,68,251.184653
-37.50996,75,251.389721
-21.290116,60,251.559753
-35.518834,74,251.7697
-24.824371,76,251.969845
-34.879128,71,252.159854
-21.939367,72,252.359612
-20.226121,65,253.559937
-23.774841,75,253.773471
-27.156468,71,253.970018
-20.658097,72,254.190305
-40.670977,78,254.419925
-44.802676,77,254.650118
-34.78477,71,254.861846
-38.443468,72,255.070021
-36.859443,87,255.319937
-21.499023,66,255.519986
-37.776648,74,255.730061
-34.451283,73,255.929785
-28.014204,64,256.110239
-17.52323,72,257.269834
-18.154345,76,258.622066
-40.619072,76,258.863966
-23.422385,69,259.04644
-24.992005,69,259.231516
-21.125674,62,259.399815
-25.227153,69,259.591047
-26.033853,73,259.7912
-41.347041,81,259.999683
-34.219316,71,260.19156
-20.240531,63,260.369882
-24.18816,71,260.563714
-27.622201,73,260.759717
-19.739885,69,261.029811
-32.231556,77,262.170076
-25.386905,66,262.360069
-30.775391,70,262.550068
-54.465561,90,262.78994
-20.988371,69,262.989977
-33.24015,76,263.213964
-24.19582,73,263.427064
-30.70597,72,263.659879
-32.975997,75,263.890065
-20.743512,64,264.079774
-7.120477,72,264.279656
-58.038572,95,264.54992
-30.166461,76,264.789987
-42.951463,82,265.014771
-22.275756,61,266.208799
-28.040406,70,267.641601
-22.092736,73,267.882337
-34.247863,78,268.08769
-36.292382,72,268.288422
-24.63538,79,268.492035
-29.588845,72,268.686582
-32.825612,73,268.889653
-48.917763,77,269.095818
-22.886871,64,269.280775
-49.404973,83,269.528257
-30.038991,78,269.756267
-22.612889,75,269.997535
-34.57602,76,271.141206
-19.375086,63,271.326146
-27.30421,72,271.542352
-34.175286,72,271.743565
-34.808866,75,271.960299
-28.392929,70,272.172564
-27.285638,73,272.388692
-32.985828,74,272.626965
-23.298485,79,272.868193
-35.669107,81,273.133519
-36.287693,81,273.396665
-28.840175,79,273.649375
-26.738905,71,273.862672
-16.802499,72,274.075752
-38.034144,85,275.213942
-18.858832,74,275.406939
-28.852547,74,276.71677
-14.691122,72,276.909043
-54.180023,79,277.112741
-31.045172,75,277.306455
-32.124367,61,277.467266
-23.30475,69,277.642429
-23.726944,70,277.835527
-24.257569,60,277.996272
-35.275952,72,278.18147
-16.20873,74,278.37273
-32.186259,68,278.547726
-27.470018,76,278.749532
-29.498848,74,279.89702
-19.160851,73,280.089824
-23.744609,66,280.272115
-23.380692,68,280.459603
-30.756591,73,280.656873
-28.534563,65,280.839314
-25.535101,64,281.012313
-24.361238,74,281.213567
-48.75305,82,281.428689
-28.541339,70,281.610804
-26.632177,70,281.80174
-34.220352,68,281.984613
-33.817205,81,282.209416
-24.921205,69,282.402524
-26.543667,60,283.519404
-39.071712,90,283.771033
