steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
216.0,-125.92986215004396,19.0,44.0,-73.47682661283761,135.0,81.0,-77.23515999446329,-48.69470215558067,15.0,4.0,69.0,15.0,0.0
220.0,-96.51896478445269,13.0,28.0,-68.51896478445269,138.0,82.0,-51.631572819082066,-44.887391965370625,5.0,8.0,77.0,18.0,0.0
340.0,2.2459168486358294,13.0,32.0,47.9477697275579,200.0,140.0,12.041944274355217,-9.796027425719387,7.0,6.0,190.0,89.0,0.0
219.0,-170.8107095407322,22.0,56.0,-114.8107095407322,131.0,88.0,-91.96897950023413,-78.84173004049808,10.0,12.0,34.0,18.0,0.0
228.0,-119.20829591076318,19.0,44.0,-62.834301804425195,139.0,89.0,-66.57389636696888,-52.6343995437943,12.0,7.0,78.0,20.0,0.0
257.0,-51.82916115783155,10.0,22.0,-29.82916115783155,155.0,102.0,-25.370832178741693,-26.458328979089856,8.0,2.0,118.0,21.0,0.0
233.0,-26.965555186066695,6.0,20.0,-5.4217147077433765,87.0,146.0,-20.246195019747006,-6.719360166319689,1.0,5.0,102.0,43.0,0.0
350.0,-8.884124632157693,14.0,34.0,44.38755727605894,202.0,148.0,-5.337744033024592,-3.5463805991331014,10.0,4.0,192.0,91.0,0.0
247.0,-75.81886321690047,31.0,64.0,-9.919148420915008,151.0,96.0,-47.68895681958759,-28.12990639731288,23.0,8.0,113.0,59.0,0.0
254.0,-28.51024324816899,4.0,10.0,-17.76476202858612,95.0,159.0,-32.7192516349653,4.209008386796313,1.0,3.0,126.0,26.0,0.0
221.0,-109.01097016751123,16.0,34.0,-54.09753250563517,143.0,78.0,-63.651525384339266,-45.359444783171966,11.0,5.0,87.0,12.0,0.0
275.0,0.0022142883390188217,10.0,22.0,22.00221428833902,164.0,111.0,16.054656475782394,-16.052442187443376,4.0,6.0,146.0,52.0,0.0
231.0,-44.44089767662808,9.0,20.0,-24.440897676628083,139.0,92.0,-23.99689599312842,-20.444001683499664,6.0,3.0,102.0,16.0,0.0
212.0,-71.14337686169893,11.0,26.0,-45.143376861698925,121.0,91.0,-36.511089922860265,-34.63228693883866,5.0,6.0,81.0,16.0,0.0
223.0,-86.17685625769445,16.0,34.0,-51.11657307995483,142.0,81.0,-42.31704209439704,-43.859814163297415,9.0,7.0,89.0,18.0,0.0
245.0,-23.43224028957775,10.0,24.0,0.5677597104222514,141.0,104.0,-3.4259214875637554,-20.006318802013993,3.0,7.0,124.0,27.0,0.0
322.0,-5.171421425414906,12.0,32.0,36.48195178480819,196.0,126.0,-6.702726913550066,1.5313054881351604,8.0,4.0,171.0,84.0,0.0
219.0,-48.605290962266736,8.0,22.0,-26.605290962266736,133.0,86.0,-31.155950348707847,-17.44934061355889,5.0,3.0,89.0,9.0,0.0
245.0,-28.43197612534277,9.0,20.0,-8.431976125342771,150.0,95.0,-10.750879996223375,-17.681096129119396,5.0,4.0,112.0,14.0,0.0
346.0,-100.21284952598643,27.0,58.0,-17.10812995582819,146.0,200.0,-64.29294437985021,-35.919905146136216,16.0,11.0,162.0,56.0,0.0
245.0,-105.56752013937955,15.0,32.0,-72.95114334928803,147.0,98.0,-53.66426929249428,-51.90325084688527,8.0,7.0,89.0,18.0,0.0
305.0,7.800152849892584,17.0,40.0,47.88534352183342,171.0,134.0,-3.7251069303392796,11.525259780231863,12.0,5.0,174.0,104.0,0.0
243.0,-14.95864625601098,3.0,8.0,-6.958646256010979,97.0,146.0,-15.504651602357626,0.5460053463466465,0.0,3.0,118.0,71.0,0.0
242.0,-81.63767716754228,11.0,28.0,-53.63767716754228,147.0,95.0,-28.426340783014894,-53.211336384527385,5.0,6.0,100.0,22.0,0.0
275.0,-23.908568705511925,13.0,30.0,10.108399173244834,167.0,108.0,-12.220383648840425,-11.6881850566715,7.0,6.0,141.0,28.0,0.0
237.0,-64.35891548311338,13.0,32.0,-32.35891548311338,143.0,94.0,-24.450887051876634,-39.908028431236744,7.0,6.0,101.0,51.0,0.0
265.0,-150.47615169814986,16.0,40.0,-92.29289521090686,156.0,109.0,-76.8695086255687,-73.60664307258116,8.0,8.0,88.0,17.0,0.0
221.0,-62.776564293541014,10.0,26.0,-36.776564293541014,129.0,92.0,-28.48107631970197,-34.295487973839045,5.0,5.0,89.0,22.0,0.0
273.0,1.5394030724961567,3.0,8.0,9.802117386367172,110.0,163.0,-19.46599639878832,21.005399471284477,1.0,2.0,147.0,17.0,0.0
186.0,-85.02344102691859,12.0,28.0,-57.02344102691859,109.0,77.0,-54.41050950717181,-30.61293151974678,8.0,4.0,57.0,36.0,0.0
272.0,-75.35023152038832,13.0,32.0,-36.080302997492254,162.0,110.0,-38.78743410338586,-36.56279741700246,7.0,6.0,114.0,20.0,0.0
203.0,-68.56194091727957,15.0,34.0,-34.56194091727957,126.0,77.0,-37.861757000908256,-30.700183916371316,10.0,5.0,77.0,43.0,0.0
236.0,-48.273416647687554,9.0,24.0,-24.273416647687554,132.0,104.0,-16.88941726088524,-31.383999386802316,4.0,5.0,109.0,27.0,0.0
294.0,-35.25206325290492,30.0,66.0,30.747936747095082,126.0,168.0,-37.496333964169025,2.2442707112641074,18.0,12.0,159.0,69.0,0.0
298.0,-116.72000346475522,15.0,32.0,-68.83288443740457,177.0,121.0,-66.14428346354714,-50.57572000120808,13.0,2.0,105.0,21.0,0.0
229.0,-127.00549479985546,20.0,50.0,-66.68126085749827,139.0,90.0,-80.25879259084002,-46.74670220901544,14.0,6.0,71.0,22.0,0.0
235.0,-58.15833185520023,11.0,24.0,-34.15833185520023,145.0,90.0,-28.998993895482272,-29.15933795971796,6.0,5.0,104.0,41.0,0.0
250.0,-19.656613608822227,3.0,8.0,-11.656613608822227,95.0,155.0,-26.926326664164662,7.269713055342436,1.0,2.0,127.0,18.0,0.0
300.0,7.161584809411352,11.0,30.0,37.25338393636048,125.0,175.0,-22.901763552810962,30.063348362222314,9.0,2.0,171.0,78.0,0.0
250.0,-89.30917333502487,14.0,36.0,-45.0614455541363,156.0,94.0,-46.68068108119883,-42.62849225382604,8.0,6.0,100.0,15.0,0.0
240.0,-33.17315016197972,10.0,22.0,-11.17315016197972,145.0,95.0,-2.6909361742436886,-30.48221398773603,5.0,5.0,116.0,23.0,0.0
330.0,-114.1724101490575,26.0,56.0,-55.05993522919016,125.0,205.0,-75.61506900936365,-38.55734113969385,13.0,13.0,137.0,33.0,0.0
238.0,-65.54695264715701,11.0,26.0,-39.54695264715701,145.0,93.0,-25.05288091674447,-40.49407173041254,4.0,7.0,102.0,20.0,0.0
272.0,-0.8609932591207325,9.0,22.0,21.139006740879267,164.0,108.0,-0.6502929734997451,-0.21070028562098742,6.0,3.0,146.0,45.0,0.0
263.0,-81.3127453645177,14.0,32.0,-35.01110466104001,163.0,100.0,-52.01976477936074,-29.292980585156954,9.0,5.0,114.0,19.0,0.0
249.0,-14.742330733686686,4.0,8.0,-6.742330733686686,109.0,140.0,-17.48049158975482,2.7381608560681343,2.0,2.0,124.0,67.0,0.0
232.0,-78.02386119976723,15.0,32.0,-40.9412044910714,144.0,88.0,-41.18421467644043,-36.83964652332679,9.0,6.0,99.0,14.0,0.0
200.0,-80.88994780838124,21.0,48.0,-18.341700544580817,124.0,76.0,-45.084245493311926,-35.80570231506931,16.0,5.0,86.0,36.0,0.0
225.0,-86.33291859808378,16.0,38.0,-48.33291859808378,130.0,95.0,-60.58581221749773,-25.747106380586047,13.0,3.0,76.0,44.0,0.0
301.0,-63.71216272443314,19.0,42.0,5.308205000823364,120.0,181.0,-46.955462707136235,-16.756700017296907,13.0,6.0,153.0,49.0,0.0
259.0,-8.640542629756965,4.0,8.0,-0.6405426297569647,99.0,160.0,-18.686725570936687,10.046182941179723,1.0,3.0,130.0,75.0,0.0
212.0,-105.71703637088126,18.0,42.0,-62.84223818173632,133.0,79.0,-61.22413161652571,-44.49290475435555,13.0,5.0,73.0,15.0,0.0
253.0,-68.11551950805239,13.0,32.0,-22.09112252946943,158.0,95.0,-34.267934302894616,-33.84758520515777,8.0,5.0,116.0,13.0,0.0
282.0,15.172468130476773,9.0,20.0,35.17246813047677,170.0,112.0,16.09380453452468,-0.9213364040479064,7.0,2.0,154.0,61.0,0.0
211.0,-74.06946324184537,11.0,22.0,-52.06946324184537,121.0,90.0,-40.14174054376781,-33.92772269807756,8.0,3.0,78.0,10.0,0.0
283.0,-66.63029290096301,13.0,30.0,-13.72895468887873,173.0,110.0,-48.15449819245896,-18.475794708504054,9.0,4.0,131.0,38.0,0.0
228.0,-54.77126113511622,10.0,26.0,-28.77126113511622,138.0,90.0,-23.351010277867317,-31.420250857248902,5.0,5.0,109.0,19.0,0.0
210.0,-39.434860012702984,3.0,12.0,-13.314985843375325,79.0,131.0,-22.590026376501555,-16.84483363620143,1.0,2.0,82.0,39.0,0.0
243.0,-49.69045551214367,3.0,8.0,-41.69045551214367,96.0,147.0,-34.01858997903764,-15.671865533106029,0.0,3.0,107.0,22.0,0.0
251.0,-53.17843618261395,16.0,36.0,-17.17843618261395,142.0,109.0,-28.360883722023573,-24.817552460590377,9.0,7.0,112.0,52.0,0.0
342.0,14.455977553501725,34.0,70.0,84.45597755350173,152.0,190.0,-21.648467119783163,36.10444467328489,25.0,9.0,208.0,122.0,0.0
260.0,-103.29685242723446,6.0,14.0,-71.51978096459061,101.0,159.0,-52.07568831580875,-51.22116411142571,1.0,5.0,92.0,17.0,0.0
291.0,-104.1205022957713,15.0,32.0,-52.23095716792159,170.0,121.0,-47.05186597175634,-57.06863632401496,8.0,7.0,118.0,15.0,0.0
315.0,-131.47119378589923,36.0,74.0,-49.89505850430578,122.0,193.0,-84.11292072216213,-47.3582730637371,20.0,16.0,126.0,16.0,0.0
254.0,-57.8996022656728,13.0,30.0,-23.531718936748803,155.0,99.0,-33.089148020009134,-24.810454245663664,8.0,5.0,112.0,14.0,0.0
258.0,-72.0421747378403,14.0,32.0,-28.574263864196837,157.0,101.0,-40.980093161326806,-31.062081576513492,9.0,5.0,113.0,21.0,0.0
250.0,-108.40531726645798,19.0,44.0,-61.6830156246433,152.0,98.0,-54.57423079152596,-53.83108647493202,11.0,8.0,93.0,21.0,0.0
250.0,-23.093293216261372,4.0,8.0,-15.093293216261372,95.0,155.0,-29.448412887752056,6.355119671490684,1.0,3.0,119.0,55.0,0.0
223.0,-57.143954577855766,11.0,24.0,-33.143954577855766,139.0,84.0,-28.999566008336842,-28.144388569518924,7.0,4.0,98.0,16.0,0.0
228.0,-77.45527908019722,13.0,30.0,-47.455279080197215,146.0,82.0,-38.30769074335694,-39.14758833684027,8.0,5.0,94.0,22.0,0.0
325.0,2.460600104765035,4.0,12.0,14.460600104765035,140.0,185.0,-12.823718391358852,15.284318496123888,2.0,2.0,161.0,128.0,0.0
256.0,19.935317370924167,4.0,10.0,29.935317370924167,119.0,137.0,-4.258430413901806,24.193747784825973,2.0,2.0,145.0,92.0,0.0
213.0,-57.10523599293083,12.0,24.0,-33.10523599293083,124.0,89.0,-21.90577439684421,-35.19946159608662,5.0,7.0,93.0,24.0,0.0
221.0,-48.55468845786527,10.0,22.0,-26.554688457865268,134.0,87.0,-20.734614330343902,-27.820074127521366,5.0,5.0,98.0,15.0,0.0
328.0,10.464177437592298,17.0,42.0,52.4641774375923,128.0,200.0,-21.86294174520299,32.327119182795286,11.0,6.0,195.0,96.0,0.0
229.0,-71.54303610045463,12.0,28.0,-43.54303610045463,139.0,90.0,-41.22653116751462,-30.316504932940006,8.0,4.0,91.0,37.0,0.0
214.0,-92.66718301456422,10.0,22.0,-70.66718301456422,123.0,91.0,-50.47112675011158,-42.196056264452636,5.0,5.0,67.0,0.0,0.0
225.0,-37.862875597551465,9.0,22.0,-15.862875597551465,134.0,91.0,-14.164957599714398,-23.697917997837067,5.0,4.0,106.0,17.0,0.0
205.0,-84.80946810068173,23.0,54.0,-23.77851052908227,134.0,71.0,-49.821187163720026,-34.9882809369617,15.0,8.0,73.0,28.0,0.0
261.0,-47.595418370328844,9.0,20.0,-27.595418370328844,149.0,112.0,-16.410626440308988,-31.184791930019855,4.0,5.0,113.0,13.0,0.0
229.0,-62.89721823643663,14.0,30.0,-29.651120195165277,141.0,88.0,-30.695435332802617,-32.20178290363401,9.0,5.0,103.0,13.0,0.0
299.0,-40.160902223151425,13.0,32.0,-8.063132077921182,185.0,114.0,-13.466519284595051,-26.694382938556373,4.0,9.0,148.0,26.0,0.0
194.0,-120.94009377714247,10.0,26.0,-94.94009377714247,88.0,106.0,-52.63142949063331,-68.30866428650916,5.0,5.0,50.0,0.0,0.0
246.0,-37.963369958801195,3.0,10.0,-27.963369958801195,96.0,150.0,-27.77569781523198,-10.187672143569216,1.0,2.0,110.0,60.0,0.0
245.0,-42.60799691127613,3.0,10.0,-32.60799691127613,97.0,148.0,-27.129442355129868,-15.478554556146264,0.0,3.0,111.0,35.0,0.0
275.0,-7.661325622830873,9.0,22.0,15.631843892857432,175.0,100.0,-4.745802548263555,-2.915523074567318,7.0,2.0,139.0,17.0,0.0
291.0,5.0670873685739934,9.0,26.0,31.067087368573993,166.0,125.0,4.787524109240621,0.2795632593333721,4.0,5.0,158.0,75.0,0.0
