#{"t_start": 1615584742.850119, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-25.877111,70,58.172555
-35.943417,68,58.202804
-23.978379,73,58.233294
-19.034331,63,58.261763
-30.060912,70,58.284235
-32.893482,68,58.314685
-30.30997,67,58.45481
-26.510638,64,58.48717
-24.397081,68,58.515612
-14.222658,66,58.537933
-21.734742,65,58.568022
-25.749346,74,58.598353
-20.795059,74,58.628589
-31.95484,67,58.658821
-25.95934,72,58.689041
-15.292925,69,58.719419
-31.433828,69,58.749919
-32.677185,67,58.7793
-33.715541,65,58.800525
-21.919739,71,58.831079
-14.74503,77,58.861529
-23.157063,69,59.003286
-41.871255,72,59.033657
-24.458036,75,60.142481
-31.045623,66,60.172693
-35.385801,77,60.202853
-25.435971,65,60.233004
-23.722203,71,60.273192
-19.6122,70,60.303288
-33.031284,69,60.33339
-21.725674,70,60.363489
-37.394653,70,60.391836
-41.452352,73,60.414183
-33.991183,69,60.444708
-36.288853,67,60.475244
-24.093214,66,60.604952
-25.253764,68,60.636227
-27.238655,64,60.667474
-31.340451,71,60.698712
-25.051436,68,60.727729
-39.640843,77,60.758193
-29.716524,64,60.786629
-16.581319,67,60.806967
-33.765911,66,60.839495
-32.986516,73,60.870057
-20.711062,71,60.898178
-30.734493,71,60.928518
-27.933411,70,60.950933
-28.240228,70,60.981431
-24.965635,69,61.121567
-25.615576,67,61.143888
-32.777732,73,61.18236
