steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
185.0,-32.51108620478777,31.0,31.0,18.890451930463314,134.0,51.0,1.8137188834867288,-34.3248050882745,20.0,11.0,90.0,77.0,0.0
73.0,-34.105002442374825,0.0,0.0,-34.105002442374825,56.0,17.0,-29.44500688649714,-4.6599955558776855,0.0,0.0,0.0,0.0,0.0
291.0,129.59453888982534,3.0,3.0,132.59453888982534,119.0,172.0,30.010437816381454,99.58410107344389,0.0,3.0,197.0,182.0,0.0
100.0,-55.55791385099292,3.0,4.0,-51.55791385099292,50.0,50.0,-30.498876005411148,-25.05903784558177,0.0,3.0,8.0,0.0,0.0
96.0,-57.22731865174137,4.0,4.0,-53.22731865174137,54.0,42.0,-31.4620101749897,-25.76530847675167,0.0,4.0,5.0,0.0,0.0
82.0,-30.2502785557881,0.0,0.0,-30.2502785557881,53.0,29.0,-24.63295802846551,-5.61732052732259,0.0,0.0,25.0,0.0,0.0
366.0,199.0125362101826,3.0,3.0,202.0125362101826,211.0,155.0,117.89789278403623,81.11464342614636,1.0,2.0,278.0,245.0,0.0
71.0,-27.268725053601372,0.0,0.0,-25.720361134968698,59.0,12.0,-26.097581184976832,-1.1711438686245401,0.0,0.0,23.0,0.0,0.0
266.0,97.55533790960908,3.0,4.0,101.55533790960908,151.0,115.0,64.41204552352428,33.143292386084795,0.0,3.0,173.0,157.0,0.0
94.0,-60.426244370639324,4.0,4.0,-56.426244370639324,57.0,37.0,-35.00376749038696,-25.42247688025236,0.0,4.0,0.0,0.0,0.0
86.0,-23.790126315318048,0.0,0.0,-23.790126315318048,56.0,30.0,-21.577238705009222,-2.212887610308826,0.0,0.0,35.0,0.0,0.0
82.0,-49.57940286397934,0.0,0.0,-49.57940286397934,62.0,20.0,-37.47552280128002,-12.103880062699318,0.0,0.0,0.0,0.0,0.0
75.0,-18.110106533393264,0.0,0.0,-18.110106533393264,59.0,16.0,-21.23522120900452,3.1251146756112576,0.0,0.0,35.0,0.0,0.0
75.0,-25.350098706781864,0.0,0.0,-25.350098706781864,57.0,18.0,-24.641568737104535,-0.7085299696773291,0.0,0.0,27.0,0.0,0.0
99.0,-56.041744301095605,3.0,4.0,-52.041744301095605,56.0,43.0,-34.18387654423714,-21.857867756858468,1.0,2.0,9.0,0.0,0.0
78.0,-18.218645681627095,0.0,0.0,-18.218645681627095,55.0,23.0,-22.444446600042284,4.225800918415189,0.0,0.0,37.0,0.0,0.0
70.0,-33.23389530926943,0.0,0.0,-33.23389530926943,55.0,15.0,-30.082888409495354,-3.1510068997740746,0.0,0.0,0.0,0.0,0.0
312.0,155.60770381987095,3.0,3.0,158.60770381987095,168.0,144.0,85.53319665789604,70.0745071619749,0.0,3.0,222.0,207.0,0.0
69.0,-28.783309559803456,0.0,0.0,-28.783309559803456,53.0,16.0,-27.611914379522204,-1.1713951802812517,0.0,0.0,16.0,0.0,0.0
300.0,138.7491394430399,3.0,4.0,142.7491394430399,122.0,178.0,36.50729861110449,102.2418408319354,0.0,3.0,204.0,190.0,0.0
190.0,-12.655496573465712,28.0,35.0,28.351044196635485,128.0,62.0,11.498197936041493,-24.153694509507204,15.0,13.0,95.0,81.0,0.0
101.0,-54.63788933423348,3.0,3.0,-51.63788933423348,61.0,40.0,-32.13817937672138,-22.499709957512096,0.0,3.0,14.0,0.0,0.0
114.0,-38.248015966732055,3.0,4.0,-34.248015966732055,57.0,57.0,-26.456560295075178,-11.791455671656877,0.0,3.0,40.0,2.0,0.0
85.0,-23.82303393818438,0.0,0.0,-23.82303393818438,56.0,29.0,-21.991842813789845,-1.831191124394536,0.0,0.0,33.0,0.0,0.0
263.0,102.18566754832864,3.0,3.0,105.18566754832864,156.0,107.0,62.750646993517876,39.43502055481076,0.0,3.0,172.0,157.0,0.0
113.0,-43.48792683519423,3.0,3.0,-40.48792683519423,56.0,57.0,-28.658946110866964,-14.828980724327266,0.0,3.0,31.0,1.0,0.0
84.0,-28.173672358039767,0.0,0.0,-28.173672358039767,56.0,28.0,-24.85339794307947,-3.320274414960295,0.0,0.0,30.0,0.0,0.0
78.0,-10.108044773340225,0.0,0.0,-10.108044773340225,59.0,19.0,-16.59961024671793,6.491565473377705,0.0,0.0,42.0,0.0,0.0
69.0,-21.855358376229276,0.0,0.0,-21.374111744575202,57.0,12.0,-22.340526495146207,0.48516811891693123,0.0,0.0,30.0,0.0,0.0
65.0,-21.124764621257782,0.0,0.0,-21.124764621257782,56.0,9.0,-23.265611484646797,2.140846863389015,0.0,0.0,27.0,0.0,0.0
243.0,65.67266895544941,3.0,3.0,85.44708218798041,87.0,156.0,-2.6709372888872736,68.34360624433668,0.0,3.0,155.0,134.0,0.0
374.0,208.69016466662288,3.0,4.0,212.69016466662288,211.0,163.0,123.79690350219607,84.8932611644268,0.0,3.0,283.0,267.0,0.0
221.0,51.21931323758355,4.0,4.0,64.15691360208439,75.0,146.0,-8.159795656612744,59.37910889419629,1.0,3.0,135.0,112.0,0.0
101.0,-48.58128188131377,3.0,4.0,-44.58128188131377,56.0,45.0,-26.968245570082217,-21.613036311231554,0.0,3.0,23.0,0.0,0.0
106.0,-48.44624851481058,3.0,3.0,-45.44624851481058,50.0,56.0,-27.89034261391498,-20.555905900895596,0.0,3.0,22.0,0.0,0.0
76.0,-33.47511585219763,0.0,0.0,-33.47511585219763,56.0,20.0,-27.60036928486079,-5.874746567336842,0.0,0.0,12.0,0.0,0.0
72.0,-22.682134312577546,0.0,0.0,-22.682134312577546,58.0,14.0,-24.31998758390546,1.6378532713279128,0.0,0.0,30.0,0.0,0.0
340.0,173.74413828086108,3.0,3.0,176.74413828086108,200.0,140.0,107.83803795091808,65.906100329943,0.0,3.0,265.0,182.0,0.0
66.0,-18.300509781576693,0.0,0.0,-18.300509781576693,53.0,13.0,-22.636677206493914,4.336167424917221,0.0,0.0,29.0,0.0,0.0
79.0,-11.710200758650899,0.0,0.0,-11.710200758650899,56.0,23.0,-18.65761155076325,6.9474107921123505,0.0,0.0,42.0,0.0,0.0
198.0,-66.58612119644016,17.0,20.0,-3.959869709564373,142.0,56.0,-36.575234924955964,-30.010886271484196,13.0,4.0,107.0,16.0,0.0
84.0,-16.862079095561057,0.0,0.0,-16.862079095561057,60.0,24.0,-17.749239902943373,0.8871608073823154,0.0,0.0,39.0,0.0,0.0
78.0,-28.65522908605635,0.0,0.0,-28.65522908605635,54.0,24.0,-25.612020026892424,-3.043209059163928,0.0,0.0,26.0,0.0,0.0
257.0,103.0042578552384,4.0,4.0,107.0042578552384,102.0,155.0,21.70808055368252,81.29617730155587,0.0,4.0,179.0,148.0,0.0
76.0,-34.58722924313042,0.0,0.0,-34.58722924313042,53.0,23.0,-27.8601322787581,-6.727096964372322,0.0,0.0,9.0,0.0,0.0
75.0,-43.1136417388916,0.0,0.0,-43.1136417388916,60.0,15.0,-36.02056023478508,-7.093081504106522,0.0,0.0,0.0,0.0,0.0
230.0,63.356043169274926,4.0,4.0,67.35604316927493,131.0,99.0,37.20266614854336,26.15337702073157,0.0,4.0,136.0,92.0,0.0
108.0,-43.63558376627043,3.0,3.0,-40.63558376627043,59.0,49.0,-24.946633452083915,-18.688950314186513,0.0,3.0,34.0,0.0,0.0
74.0,-36.11662498675287,0.0,0.0,-36.11662498675287,56.0,18.0,-30.373312203213573,-5.743312783539295,0.0,0.0,0.0,0.0,0.0
500.0,342.4807981811464,3.0,4.0,346.4807981811464,236.0,264.0,147.84818276856095,194.63261541258544,1.0,2.0,405.0,391.0,0.0
223.0,-18.84605002420699,3.0,3.0,27.419023580900102,67.0,156.0,-28.345595981833014,9.499545957626026,0.0,3.0,129.0,36.0,0.0
62.0,-19.458104241372894,0.0,0.0,-19.392918952275068,53.0,9.0,-22.163348037483047,2.705243796110153,0.0,0.0,26.0,0.0,0.0
310.0,29.727325986139476,20.0,21.0,50.727325986139476,136.0,174.0,6.538163392804563,23.189162593334913,13.0,7.0,177.0,108.0,0.0
105.0,-45.0580070912838,3.0,3.0,-42.0580070912838,55.0,50.0,-26.382909102831036,-18.675097988452762,0.0,3.0,25.0,0.0,0.0
78.0,-39.8149649836123,0.0,0.0,-39.8149649836123,55.0,23.0,-29.92002836242318,-9.894936621189117,0.0,0.0,0.0,0.0,0.0
86.0,-53.00894682109356,0.0,0.0,-53.00894682109356,55.0,31.0,-34.209722861647606,-18.799223959445953,0.0,0.0,0.0,0.0,0.0
216.0,-47.59122312994663,7.0,9.0,-10.41842432692647,71.0,145.0,-33.729577496682566,-13.861645633264061,0.0,7.0,107.0,20.0,0.0
106.0,-56.598457273095846,4.0,4.0,-52.598457273095846,56.0,50.0,-35.709735214710236,-20.88872205838561,0.0,4.0,13.0,0.0,0.0
86.0,-35.09380656667054,0.0,0.0,-35.09380656667054,57.0,29.0,-24.240184551104903,-10.853622015565634,0.0,0.0,25.0,0.0,0.0
220.0,-47.56129138641023,5.0,5.0,-1.5118263670592569,68.0,152.0,-38.640255050655014,-8.921036335755218,0.0,5.0,97.0,24.0,0.0
108.0,-43.83623016811907,3.0,5.0,-38.83623016811907,59.0,49.0,-25.907780177891254,-17.92844999022782,1.0,2.0,35.0,0.0,0.0
213.0,-58.13526358947058,7.0,7.0,-11.171331975143403,70.0,143.0,-34.1598113744094,-23.975452215061182,0.0,7.0,100.0,20.0,0.0
80.0,-38.42811772506684,0.0,1.0,-37.42811772506684,54.0,26.0,-29.751628308556974,-8.676489416509867,0.0,0.0,11.0,0.0,0.0
290.0,14.514192091955579,3.0,3.0,45.4120366461575,99.0,191.0,-14.729761979051943,29.243954071007522,0.0,3.0,173.0,80.0,0.0
72.0,-30.72884126903955,0.0,0.0,-30.72884126903955,53.0,19.0,-26.505244650063105,-4.223596618976444,0.0,0.0,11.0,0.0,0.0
77.0,-18.351076327586668,0.0,0.0,-17.093694472685456,61.0,16.0,-19.922315306575797,1.571238978989129,0.0,0.0,36.0,0.0,0.0
65.0,-16.914240332320333,0.0,0.0,-16.914240332320333,57.0,8.0,-19.807417960837483,2.893177628517151,0.0,0.0,29.0,0.0,0.0
88.0,-39.19339448446408,0.0,0.0,-39.19339448446408,59.0,29.0,-28.19537074211985,-10.99802374234423,0.0,0.0,22.0,0.0,0.0
77.0,-36.232029465958476,0.0,0.0,-36.232029465958476,57.0,20.0,-28.627959553385153,-7.604069912573323,0.0,0.0,5.0,0.0,0.0
79.0,-46.55188751220703,0.0,0.0,-46.55188751220703,55.0,24.0,-34.10024984180927,-12.451637670397758,0.0,0.0,0.0,0.0,0.0
213.0,-41.82930172820727,3.0,3.0,11.896466255187988,61.0,152.0,-40.96667188192623,-0.8626298462810382,0.0,3.0,118.0,19.0,0.0
87.0,-51.762770399451256,0.0,0.0,-51.762770399451256,54.0,33.0,-31.35717222094536,-20.405598178505898,0.0,0.0,0.0,0.0,0.0
74.0,-37.716488406062126,0.0,1.0,-36.716488406062126,56.0,18.0,-32.29453342407942,-5.421954981982708,0.0,0.0,0.0,0.0,0.0
71.0,-20.176241758279502,0.0,0.0,-20.176241758279502,56.0,15.0,-22.030334485694766,1.8540927274152637,0.0,0.0,31.0,0.0,0.0
198.0,-25.292999885237236,9.0,10.0,-7.678095161449164,124.0,74.0,-15.178367498988678,-10.114632386248559,6.0,3.0,93.0,0.0,0.0
106.0,-56.07870947383344,4.0,4.0,-52.07870947383344,58.0,48.0,-34.20712856948376,-21.871580904349685,0.0,4.0,10.0,0.0,0.0
466.0,304.3487275466323,3.0,4.0,308.3487275466323,224.0,242.0,142.98160874843597,161.36711879819632,0.0,3.0,374.0,359.0,0.0
80.0,-16.236701882444322,0.0,0.0,-16.236701882444322,53.0,27.0,-21.93897672276944,5.702274840325117,0.0,0.0,39.0,0.0,0.0
67.0,-22.01071239914745,0.0,0.0,-22.01071239914745,56.0,11.0,-23.621868947520852,1.6111565483734012,0.0,0.0,29.0,0.0,0.0
